noc_code,type_english,name_english,type_french,name_french
10019,Illustrative example(s),inventory control manager,Exemple(s) illustratif(s),directeur/directrice du contrôle des stocks
10019,Illustrative example(s),records administrator,Exemple(s) illustratif(s),administrateur/administratrice des documents
10019,Illustrative example(s),regional administrative manager,Exemple(s) illustratif(s),directeur administratif régional/directrice administrative régionale
10019,Illustrative example(s),security manager,Exemple(s) illustratif(s),directeur/directrice de la sécurité
10019,Illustrative example(s),support services manager,Exemple(s) illustratif(s),directeur/directrice des services de soutien
10019,Illustrative example(s),Supreme Court registrar,Exemple(s) illustratif(s),registraire de la Cour suprême
10020,Illustrative example(s),bond sales manager,Exemple(s) illustratif(s),directeur/directrice des ventes de valeurs mobilières
10020,Illustrative example(s),brokerage manager - investments,Exemple(s) illustratif(s),directeur/directrice du courtage - placements
10020,Illustrative example(s),commodities trading manager,Exemple(s) illustratif(s),directeur/directrice des négociants de produits de base
10020,Illustrative example(s),financial brokerage manager,Exemple(s) illustratif(s),directeur/directrice du courtage financier
10020,Illustrative example(s),insurance claims service manager,Exemple(s) illustratif(s),directeur/directrice du parquet
10020,Illustrative example(s),insurance manager,Exemple(s) illustratif(s),directeur/directrice des assurances
10020,Illustrative example(s),investment manager - financial brokerage,Exemple(s) illustratif(s),directeur/directrice des placements - courtage financier
10020,Illustrative example(s),mortgage broker manager,Exemple(s) illustratif(s),directeur/directrice des courtiers en hypothèques
10020,Illustrative example(s),real estate service manager,Exemple(s) illustratif(s),directeur/directrice des ventes d'obligations
10020,Illustrative example(s),securities sales director,Exemple(s) illustratif(s),directeur/directrice de service immobilier
10020,Illustrative example(s),trading floor manager,Exemple(s) illustratif(s),directeur/directrice du service des réclamations d'assurance
10021,Illustrative example(s),"assistant operations manager - banking, credit and investment",Exemple(s) illustratif(s),"directeur adjoint/directrice adjointe des opérations - opérations bancaires, crédit et placements"
10021,Illustrative example(s),bank manager,Exemple(s) illustratif(s),directeur/directrice de banque
10021,Illustrative example(s),banking operations manager,Exemple(s) illustratif(s),directeur/directrice des opérations bancaires
10021,Illustrative example(s),collection centre manager,Exemple(s) illustratif(s),directeur/directrice de centre de recouvrement
10021,Illustrative example(s),commercial banking manager,Exemple(s) illustratif(s),directeur/directrice des opérations bancaires commerciales
10021,Illustrative example(s),corporate banking centre manager,Exemple(s) illustratif(s),directeur/directrice du centre des opérations bancaires de sociétés
10021,Illustrative example(s),"corporate services manager - banking, credit and investment",Exemple(s) illustratif(s),"directeur/directrice du service-conseil aux entreprises - opérations bancaires, crédit et placements"
10021,Illustrative example(s),credit card centre manager,Exemple(s) illustratif(s),directeur/directrice du centre de cartes de crédit
10021,Illustrative example(s),credit card company operations manager,Exemple(s) illustratif(s),directeur/directrice des opérations de compagnie émettrice de cartes de crédit
10021,Illustrative example(s),credit manager,Exemple(s) illustratif(s),directeur/directrice du crédit
10021,Illustrative example(s),credit union manager,Exemple(s) illustratif(s),directeur/directrice de coopérative de crédit
10021,Illustrative example(s),mortgage and consumer credit manager,Exemple(s) illustratif(s),directeur/directrice des prêts hypothécaires et des prêts à la consommation
10021,Illustrative example(s),"personal services manager - banking, credit and investment",Exemple(s) illustratif(s),"directeur/directrice du service-conseil aux particuliers - opérations bancaires, crédit et placements"
10021,Illustrative example(s),regional collection manager,Exemple(s) illustratif(s),directeur régional/directrice régionale du recouvrement
10021,Illustrative example(s),trust company manager,Exemple(s) illustratif(s),directeur/directrice de société de fiducie
10022,Illustrative example(s),advertising director,Exemple(s) illustratif(s),directeur publicitaire/directrice publicitaire
10022,Illustrative example(s),advertising manager,Exemple(s) illustratif(s),directeur/directrice de la publicité
10022,Illustrative example(s),electronic business (e-business) manager,Exemple(s) illustratif(s),directeur/directrice du marketing
10022,Illustrative example(s),fundraising campaign manager,Exemple(s) illustratif(s),directeur/directrice de campagne de financement
10022,Illustrative example(s),Internet communications manager,Exemple(s) illustratif(s),directeur/directrice des communications Internet
10022,Illustrative example(s),marketing manager,Exemple(s) illustratif(s),directeur/directrice de la commercialisation Web
10022,Illustrative example(s),media relations director,Exemple(s) illustratif(s),directeur/directrice de la promotion
10022,Illustrative example(s),promotions manager,Exemple(s) illustratif(s),directeur/directrice des relations avec les médias
10022,Illustrative example(s),public relations director,Exemple(s) illustratif(s),directeur/directrice des affaires électroniques
10022,Illustrative example(s),sales and marketing manager,Exemple(s) illustratif(s),directeur/directrice des ventes et du marketing
10022,Illustrative example(s),Web communications manager,Exemple(s) illustratif(s),directeur/directrice des communications Web
10022,Illustrative example(s),Web marketing manager,Exemple(s) illustratif(s),directeur/directrice des relations publiques
10029,Illustrative example(s),accounting firm manager,Exemple(s) illustratif(s),directeur/directrice de cabinet d'experts-comptables
10029,Illustrative example(s),contact centre manager,Exemple(s) illustratif(s),directeur/directrice de centre de contact
10029,Illustrative example(s),employment agency manager,Exemple(s) illustratif(s),directeur/directrice d'agence de placement
10029,Illustrative example(s),energy asset joint venture manager,Exemple(s) illustratif(s),directeur/directrice de projet conjoint d'actifs en matière d'énergie
10029,Illustrative example(s),legal firm manager,Exemple(s) illustratif(s),directeur/directrice des services professionnels - services aux entreprises
10029,Illustrative example(s),management consulting service manager,Exemple(s) illustratif(s),directeur/directrice des services de conseillers en gestion
10029,Illustrative example(s),market research service manager,Exemple(s) illustratif(s),directeur/directrice des services d'étude du marché
10029,Illustrative example(s),nursing registry manager,Exemple(s) illustratif(s),directeur/directrice des services infirmiers
10029,Illustrative example(s),payroll service manager,Exemple(s) illustratif(s),directeur/directrice de bureau d'avocats
10029,Illustrative example(s),personnel agency manager,Exemple(s) illustratif(s),directeur/directrice d'agence de recrutement du personnel
10029,Illustrative example(s),professional services manager - business services,Exemple(s) illustratif(s),directeur/directrice des services de sécurité
10029,Illustrative example(s),security service manager,Exemple(s) illustratif(s),directeur/directrice des services de la paye
10030,Illustrative example(s),microwave facilities manager - telecommunications,Exemple(s) illustratif(s),directeur/directrice des installations à micro-ondes - télécommunications
10030,Illustrative example(s),network installation manager - telecommunications,Exemple(s) illustratif(s),directeur/directrice de l'installation de réseaux - télécommunications
10030,Illustrative example(s),network operations manager - telecommunications,Exemple(s) illustratif(s),directeur/directrice de l'exploitation de réseau - télécommunications
10030,Illustrative example(s),network services manager - telecommunications,Exemple(s) illustratif(s),directeur/directrice des services de réseau - télécommunications
10030,Illustrative example(s),operations and transmission services manager - telecommunications,Exemple(s) illustratif(s),directeur/directrice de l'exploitation et des services de transmission - télécommunications
10030,Illustrative example(s),regional manager - telecommunications system,Exemple(s) illustratif(s),directeur régional/directrice régionale - système de télécommunications
10030,Illustrative example(s),switching systems director - telecommunications,Exemple(s) illustratif(s),directeur/directrice des télécommunications
10030,Illustrative example(s),telecommunications facilities manager,Exemple(s) illustratif(s),directeur/directrice des installations de télécommunications
10030,Illustrative example(s),telecommunications installation manager,Exemple(s) illustratif(s),directeur/directrice d'installation de réseaux
10030,Illustrative example(s),telecommunications manager,Exemple(s) illustratif(s),directeur/directrice des services de télécommunications
10030,Illustrative example(s),telecommunications services manager,Exemple(s) illustratif(s),directeur/directrice des services de commutation - télécommunications
10030,Illustrative example(s),telephone company district manager,Exemple(s) illustratif(s),directeur régional/directrice régionale de compagnie de téléphone
11100,Illustrative example(s),accountant,Exemple(s) illustratif(s),comptable
11100,Illustrative example(s),chief accountant,Exemple(s) illustratif(s),chef comptable
11100,Illustrative example(s),financial auditor,Exemple(s) illustratif(s),vérificateur financier/vérificatrice financière des finances
11100,Illustrative example(s),income tax expert,Exemple(s) illustratif(s),fiscaliste
11100,Illustrative example(s),industrial accountant,Exemple(s) illustratif(s),comptable industriel/comptable industrielle
11100,Illustrative example(s),internal auditor,Exemple(s) illustratif(s),vérificateur interne/vérificatrice interne
11101,Illustrative example(s),chartered financial analyst,Exemple(s) illustratif(s),analyste financier agréé/analyste financière agréée
11101,Illustrative example(s),financial analyst,Exemple(s) illustratif(s),analyste financier/analyste financière
11101,Illustrative example(s),financial services research associate,Exemple(s) illustratif(s),associé/associée de recherche - services financiers
11101,Illustrative example(s),investment analyst,Exemple(s) illustratif(s),analyste en placements
11101,Illustrative example(s),money market analyst,Exemple(s) illustratif(s),analyste du marché monétaire
11101,Illustrative example(s),portfolio manager,Exemple(s) illustratif(s),gestionnaire de portefeuille
11102,Illustrative example(s),account manager,Exemple(s) illustratif(s),gestionnaire de comptes
11102,Illustrative example(s),financial advisor,,
11102,Illustrative example(s),financial consultant,,
11102,Illustrative example(s),financial planner,Exemple(s) illustratif(s),planificateur financier/planificatrice financière
11102,Illustrative example(s),financial security advisor,,
11102,Illustrative example(s),personal finance advisor,Exemple(s) illustratif(s),planificateur financier/planificatrice financière personnelles
11102,Illustrative example(s),personal investment advisor,,
11103,Illustrative example(s),bond dealer,Exemple(s) illustratif(s),courtier/courtière en obligations
11103,Illustrative example(s),broker,Exemple(s) illustratif(s),cambiste
11103,Illustrative example(s),commodity broker,Exemple(s) illustratif(s),courtier/courtière en marchandises
11103,Illustrative example(s),discount broker,Exemple(s) illustratif(s),courtier/courtière à escomptes
11103,Illustrative example(s),floor trader - commodity exchange,Exemple(s) illustratif(s),négociateur/négociatrice sur le parquet - bourse de marchandises
11103,Illustrative example(s),foreign exchange trader,Exemple(s) illustratif(s),vendeur/vendeuse de valeurs mobilières
11103,Illustrative example(s),investment dealer,Exemple(s) illustratif(s),agent/agente en placements
11103,Illustrative example(s),mutual fund broker,Exemple(s) illustratif(s),courtier/courtière en fonds communs de placement
11103,Illustrative example(s),mutual fund sales representative,Exemple(s) illustratif(s),représentant/représentante en fonds communs de placement
11103,Illustrative example(s),registered investment representative,Exemple(s) illustratif(s),représentant inscrit/représentante inscrite en placements
11103,Illustrative example(s),registered representatives supervisor,Exemple(s) illustratif(s),superviseur/superviseure de représentants inscrits
11103,Illustrative example(s),securities agent,Exemple(s) illustratif(s),agent/agente de valeurs mobilières
11103,Illustrative example(s),securities sales agent,Exemple(s) illustratif(s),négociateur/négociatrice en valeurs
11103,Illustrative example(s),securities trader,Exemple(s) illustratif(s),négociateur/négociatrice de valeurs mobilières
11103,Illustrative example(s),stockbroker,Exemple(s) illustratif(s),courtier/courtière
11109,Illustrative example(s),credit adjudicator,Exemple(s) illustratif(s),vérificateur/vérificatrice de coopératives de crédit
11109,Illustrative example(s),credit unions examiner,Exemple(s) illustratif(s),arbitre de crédit
11109,Illustrative example(s),estate and trust administrator,Exemple(s) illustratif(s),administrateur/administratrice de successions et de fiducies
11109,Illustrative example(s),financial institutions inspector,Exemple(s) illustratif(s),inspecteur/inspectrice d'institutions financières
11109,Illustrative example(s),financial investigator,Exemple(s) illustratif(s),investigateur financier/investigatrice financière
11109,Illustrative example(s),financial underwriter,Exemple(s) illustratif(s),souscripteur financier/souscriptrice financière
11109,Illustrative example(s),mortgage broker,Exemple(s) illustratif(s),courtier/courtière hypothécaire
11109,Illustrative example(s),trust officer,Exemple(s) illustratif(s),agent/agente de fiducie
11200,Illustrative example(s),classification officer - human resources,Exemple(s) illustratif(s),agent/agente de classification - ressources humaines
11200,Illustrative example(s),classification specialist,Exemple(s) illustratif(s),spécialiste de la classification
11200,Illustrative example(s),compensation research analyst,Exemple(s) illustratif(s),analyste-recherchiste en rémunération
11200,Illustrative example(s),conciliator,Exemple(s) illustratif(s),agent/agente de conciliation
11200,Illustrative example(s),employee relations officer,Exemple(s) illustratif(s),agent/agente des relations avec les employés
11200,Illustrative example(s),employment equity officer,Exemple(s) illustratif(s),agent/agente d'équité en matière d'emploi
11200,Illustrative example(s),human resources consultant,Exemple(s) illustratif(s),expert-conseil/experte-conseil en ressources humaines
11200,Illustrative example(s),human resources research officer,Exemple(s) illustratif(s),agent/agente de recherche en ressources humaines
11200,Illustrative example(s),job analyst,Exemple(s) illustratif(s),analyste de poste
11200,Illustrative example(s),labour organization business agent,Exemple(s) illustratif(s),représentant syndical/représentante syndicale
11200,Illustrative example(s),labour relations officer,Exemple(s) illustratif(s),agent/agente des relations du travail
11200,Illustrative example(s),mediator,Exemple(s) illustratif(s),médiateur/médiatrice
11200,Illustrative example(s),union representative,Exemple(s) illustratif(s),agent syndical/agente syndicale
11200,Illustrative example(s),wage analyst,Exemple(s) illustratif(s),analyste des salaires
11201,Illustrative example(s),business management consultant,Exemple(s) illustratif(s),consultant/consultante en gestion des affaires
11201,Illustrative example(s),business methods analyst,Exemple(s) illustratif(s),analyste de pratiques commerciales
11201,Illustrative example(s),health information management consultant,Exemple(s) illustratif(s),consultant/consultante en gestion de l'information sur la santé
11201,Illustrative example(s),ISO consultant,Exemple(s) illustratif(s),consultant ISO/consultante ISO
11201,Illustrative example(s),management analyst,Exemple(s) illustratif(s),analyste en gestion
11201,Illustrative example(s),operations management senior consultant,Exemple(s) illustratif(s),consultant principal/consultante principale en gestion des opérations
11201,Illustrative example(s),organization and methods researcher,Exemple(s) illustratif(s),chercheur/chercheuse en organisation et méthodes
11201,Illustrative example(s),organizational analysis consultant,Exemple(s) illustratif(s),consultant/consultante en analyse organisationnelle
11201,Illustrative example(s),organizational analyst,Exemple(s) illustratif(s),analyste en organisation
11201,Illustrative example(s),records management specialist,Exemple(s) illustratif(s),spécialiste de la gestion de documents
11202,Illustrative example(s),advertising consultant,Exemple(s) illustratif(s),agent/agente de publicité
11202,Illustrative example(s),communications officer (except emergency services),Exemple(s) illustratif(s),spécialiste des communications
11202,Illustrative example(s),communications specialist,Exemple(s) illustratif(s),relationniste
11202,Illustrative example(s),digital marketing consultant,Exemple(s) illustratif(s),expert-conseil/experte-conseil en collecte de fonds
11202,Illustrative example(s),event marketing specialist,Exemple(s) illustratif(s),publicitaire
11202,Illustrative example(s),fundraising consultant,Exemple(s) illustratif(s),consultant/consultante en publicité
11202,Illustrative example(s),information officer,Exemple(s) illustratif(s),agent/agente d'information
11202,Illustrative example(s),literary agent,Exemple(s) illustratif(s),agent littéraire/agente littéraire
11202,Illustrative example(s),marketing consultant,Exemple(s) illustratif(s),consultant/consultante en marketing
11202,Illustrative example(s),marketing coordinator,Exemple(s) illustratif(s),coordonnateur/coordonnatrice de la mise en marché
11202,Illustrative example(s),media coordinator,Exemple(s) illustratif(s),coordonnateur/coordonnatrice de médias
11202,Illustrative example(s),media relations officer,Exemple(s) illustratif(s),agent/agente des relations avec les médias
11202,Illustrative example(s),museum educator,Exemple(s) illustratif(s),éducateur/éducatrice dans un musée
11202,Illustrative example(s),performers agent,Exemple(s) illustratif(s),spécialiste en marketing d'événements
11202,Illustrative example(s),press secretary,Exemple(s) illustratif(s),secrétaire de presse
11202,Illustrative example(s),public affairs officer,Exemple(s) illustratif(s),agent/agente des affaires publiques
11202,Illustrative example(s),public relations consultant,Exemple(s) illustratif(s),expert-conseil/experte-conseil en marketing numérique
11202,Illustrative example(s),public relations officer,Exemple(s) illustratif(s),expert-conseil/experte-conseil en relations publiques
11202,Illustrative example(s),publicist,,
11202,Illustrative example(s),publicity agent,Exemple(s) illustratif(s),gérant/gérante d'artistes
12010,Illustrative example(s),clerical supervisor,Exemple(s) illustratif(s),superviseur/superviseure de service des dossiers
12010,Illustrative example(s),data entry supervisor,Exemple(s) illustratif(s),superviseur/superviseure à la saisie de données
12010,Illustrative example(s),filing clerks supervisor,Exemple(s) illustratif(s),superviseur/superviseure de commis au classement
12010,Illustrative example(s),hospital admitting clerks supervisor,Exemple(s) illustratif(s),superviseur/superviseure de commis à l'admission dans un hôpital
12010,Illustrative example(s),personnel clerks supervisor,Exemple(s) illustratif(s),superviseur/superviseure de commis au personnel
12010,Illustrative example(s),records office supervisor,Exemple(s) illustratif(s),superviseur/superviseure de personnel de bureau
12010,Illustrative example(s),registry supervisor,Exemple(s) illustratif(s),superviseur/superviseure de bureau d'enregistrement
12010,Illustrative example(s),switchboard operators supervisor,Exemple(s) illustratif(s),superviseur/superviseure de standardistes
12011,Illustrative example(s),accounts payable supervisor,Exemple(s) illustratif(s),superviseur/superviseure des comptes fournisseurs
12011,Illustrative example(s),accounts receivable supervisor,Exemple(s) illustratif(s),superviseur/superviseure de comptes clients
12011,Illustrative example(s),bank clerks supervisor,Exemple(s) illustratif(s),superviseur/superviseure de commis de banque
12011,Illustrative example(s),billing supervisor,Exemple(s) illustratif(s),superviseur/superviseure de la facturation
12011,Illustrative example(s),bookkeeping supervisor,Exemple(s) illustratif(s),superviseur/superviseure de la tenue de livres
12011,Illustrative example(s),claims adjusters supervisor,Exemple(s) illustratif(s),superviseur/superviseure d'experts en sinistres
12011,Illustrative example(s),collection supervisor,Exemple(s) illustratif(s),superviseur/superviseure du recouvrement
12011,Illustrative example(s),credit supervisor,Exemple(s) illustratif(s),superviseur/superviseure de service de crédit
12011,Illustrative example(s),payroll supervisor,Exemple(s) illustratif(s),superviseur/superviseure de la feuille de paye
12011,Illustrative example(s),supervisor of accounting,Exemple(s) illustratif(s),superviseur/superviseure de la comptabilité
12012,Illustrative example(s),advertising clerks supervisor,Exemple(s) illustratif(s),superviseur/superviseure de commis à la publicité
