noc_code,type_english,name_english,type_french,name_french
12201,Additional information,"Completion of educational programs through the Insurance Institute of Canada or its provincial counterparts entitles insurance adjusters and claims examiners to professional recognition as a Chartered Insurance Professional (CIP), and with additional university courses, as a Fellow Chartered Insurance Professional (FCIP).",Renseignements supplémentaires,"Un programme de formation, offert par l'Institut d'assurance du Canada ou son équivalent provincial, permet aux experts en sinistres et aux rédacteurs en sinistres d'être reconnus comme Professionnel d'assurance agréé (PAA) ou comme Fellow, Professionnel d'assurance agréé (FPAA), après avoir suivi des cours universitaires supplémentaires."
12202,Additional information,Progression to management positions in the insurance industry is possible with experience.,Renseignements supplémentaires,L'expérience permet d'accéder à des postes de direction dans l'industrie de l'assurance.
12202,Additional information,"Completion of educational programs through the Insurance Institute of Canada or its provincial counterparts entitles insurance underwriters to professional recognition as a Chartered Insurance Professional (CIP) and, with additional university courses, as a Fellow, Chartered Insurance Professional (FCIP).",Renseignements supplémentaires,"Un programme de formation, offert par l'Institut d'assurance du Canada ou son équivalent provincial, permet à l'assureur d'être reconnu comme Professionnel d'assurance agréé (PAA) ou comme fellow, Professionnel d'assurance agréé (FPAA), après avoir suivi des cours universitaires supplémentaires."
12203,Additional information,Progression to management positions in each field is possible with experience.,Renseignements supplémentaires,L'expérience permet d'accéder à des postes de direction dans chacun de ces domaines.
12203,Additional information,"Assessors may specialize in advising and consulting in a specific field of assessment such as residential, commercial, industrial, institutional or farm lands.",Renseignements supplémentaires,"Les estimateurs peuvent se spécialiser en tant qu'experts-conseils dans un domaine en particulier de l'appréciation, tel que le secteur résidentiel, commercial, industriel ou institutionnel ou de terrains agricoles."
12203,Additional information,Appraisers may specialize in a specific type of appraisal such as real estate appraisal.,Renseignements supplémentaires,"Les évaluateurs peuvent se spécialiser dans un domaine en particulier de l'évaluation, tel que l'évaluation immobilière."
13100,Additional information,Progression to administrative service management positions is possible with experience.,Renseignements supplémentaires,L'expérience permet d'accéder à des postes de gestion des services administratifs.
13102,Additional information,Progression to supervisory positions is possible with experience.,Renseignements supplémentaires,L'expérience permet d'accéder à des postes de supervision.
13200,Additional information,There is no mobility between the different types of brokers in this unit group.,Renseignements supplémentaires,Il n'y a pas de mobilité possible entre les différents courtiers compris dans ce groupe de base.
13201,Additional information,Progression to supervisory positions is possible with experience.,Renseignements supplémentaires,L'expérience permet d'accéder à des postes de supervision.
14100,Additional information,Progression to supervisory or office management positions is possible with experience.,Renseignements supplémentaires,L'expérience permet d'accéder à des postes de supervision ou de gestion de bureau.
14100,Additional information,Progression to officer level positions is possible with additional training and experience.,Renseignements supplémentaires,L'expérience et la formation supplémentaire permettent d'accéder à des postes de dirigeant.
14101,Additional information,Some receptionists are required to be bilingual or multilingual to perform their duties.,Renseignements supplémentaires,Certains réceptionnistes doivent être bilingues ou plurilingues pour exercer leurs fonctions.
14101,Additional information,Progression to supervisory positions is possible with experience.,Renseignements supplémentaires,L'expérience permet d'accéder à des postes de supervision.
14102,Additional information,Progression to supervisory positions is possible with experience.,Renseignements supplémentaires,L'expérience permet d'accéder à des postes de supervision.
14102,Additional information,Progression to officer level positions is possible with additional training and experience.,Renseignements supplémentaires,De l'expérience et une formation supplémentaire permettent d'accéder à des postes d'agents.
14103,Additional information,Progression to supervisory or senior court service positions is possible with experience.,Renseignements supplémentaires,L'expérience permet d'accéder à des postes de supervision ou de direction des services judiciaires.
14103,Additional information,Duties of court administrators may include those of court clerks or court officers depending on the location and size of the courthouse.,Renseignements supplémentaires,"Les taches des administrateurs des tribunaux peuvent inclure celles des commis des services judiciaires et celles des officiers de justice en fonction, de la région et de la taille du palais de justice."
14111,Additional information,Progression to senior positions is possible with experience.,Renseignements supplémentaires,L'expérience permet d'accéder à des postes à un échelon supérieur.
14112,Additional information,Progression to supervisory positions is possible through experience.,Renseignements supplémentaires,L'expérience permet d'accéder à des postes de supervision.
14200,Additional information,"Progression to supervisory or skilled financial occupations, such as accounts payable supervisor, bookkeeper or office manager is possible with additional training and experience.",Renseignements supplémentaires,"L'expérience et une formation supplémentaire permettent d'accéder à des postes de supervision ou à des postes spécialisés en finances, tels que ceux de superviseur des comptes fournisseurs, teneur de livres ou de chef de bureau."
14201,Additional information,Progression to supervisory positions is possible with experience.,Renseignements supplémentaires,L'expérience permet d'accéder à des postes de supervision.
14202,Additional information,Progression to senior or supervisory positions is possible with experience.,Renseignements supplémentaires,L'expérience permet d'accéder à des postes supérieurs ou de supervision.
14300,Additional information,Progression to more senior positions is possible with experience and post-secondary education related to library science.,Renseignements supplémentaires,L'expérience et les études postsecondaires en bibliothéconomie permettent d'accéder à des postes aux échelons supérieurs.
14301,Additional information,Progression to supervisory positions is possible with experience.,Renseignements supplémentaires,L'expérience permet d'accéder à des postes de supervision.
14400,Additional information,Progression to supervisory positions is possible with additional training or experience.,Renseignements supplémentaires,L'expérience ou une formation supplémentaire permet aux expéditeurs et aux réceptionnaires d'accéder à des postes de supervision.
14401,Additional information,The Red Seal endorsement allows for interprovincial mobility.,Renseignements supplémentaires,La mention Sceau rouge permet une mobilité interprovinciale.
14401,Additional information,Progression to supervisory positions is possible with additional training or experience.,Renseignements supplémentaires,Une expérience ou une formation supplémentaire permet d'accéder à des postes de supervision.
14402,Additional information,Progression to coordination positions is possible with experience.,Renseignements supplémentaires,L'expérience permet d'accéder à des postes de coordonnateurs.
14403,Additional information,The duties of purchasing and inventory control workers may overlap in some establishments.,Renseignements supplémentaires,Les fonctions de commis aux achats et de commis au contrôle de l'inventaire peuvent se chevaucher dans certains établissements.
14403,Additional information,Progression to supervisory positions or more senior occupations such as purchasing agent or retail buyer is possible with additional training or experience.,Renseignements supplémentaires,"L'expérience ou une formation supplémentaire permet d'accéder à des postes de supervision ou à des postes plus élevés, tels que ceux d'agent aux achats ou d'acheteur de commerce de détail."
14405,Additional information,Mobility between occupations in this group is limited due to the requirement of specific transportation sector experience.,Renseignements supplémentaires,La mobilité entre les professions de ce groupe de base est limitée en raison de la nécessité d'acquérir une expérience au sein du secteur visé.
14405,Additional information,Progression to supervisory positions is possible with experience.,Renseignements supplémentaires,L'expérience permet d'accéder à des postes de supervision.
20010,Additional information,"Mobility to other technical managerial positions, or to research or senior management positions is possible with experience.",Renseignements supplémentaires,"L'expérience permet d'accéder à d'autres postes de direction technique, ou des postes de recherche ou de cadre supérieur."
20011,Additional information,Progression to senior management positions in the respective fields is possible with experience.,Renseignements supplémentaires,L'expérience permet d'accéder à des postes de cadres supérieurs dans les domaines d'expertise.
21100,Additional information,Mobility between specializations within physics and within astronomy is possible with experience.,Renseignements supplémentaires,L'expérience permet d'accéder à d'autres spécialisations en physique ou en astronomie.
21100,Additional information,Physicists may work closely with and perform some of the duties of engineers.,Renseignements supplémentaires,Les physiciens peuvent travailler en étroite collaboration avec les ingénieurs et s'acquitter de quelques-unes de leurs fonctions.
21100,Additional information,"Mobility is possible to the fields of meteorology, geophysics and other fields of science.",Renseignements supplémentaires,"La mobilité est possible dans les domaines de la météorologie, de la géophysique et autres domaines scientifiques."
21100,Additional information,Progression to management positions is possible with experience.,Renseignements supplémentaires,L'expérience permet d'accéder à des postes de direction.
21101,Additional information,Mobility between occupations in this group is possible with experience.,Renseignements supplémentaires,Les professionnels de ce groupe peuvent passer d'une spécialité à une autre selon l'expérience acquise.
21101,Additional information,"Mobility is possible with experience, to occupations concerned with plant management, technical sales and the development and management of regulatory programs and teaching professions.",Renseignements supplémentaires,"L'expérience permet d'accéder à des postes de gestion des usines, de représentation technique, d'élaboration et de gestion de programmes de réglementation et d'enseignement."
21102,Additional information,Mobility between specializations in this group is possible with experience.,Renseignements supplémentaires,L'expérience permet aux personnes de ce groupe de passer d'une spécialité à une autre.
21102,Additional information,Progression to supervisory or higher level positions is possible with experience in this unit group.,Renseignements supplémentaires,L'expérience permet d'accéder à des postes supérieurs ou de supervision dans ce groupe de base.
21102,Additional information,"Advancement to management positions in mining, petroleum and other industries is possible with experience.",Renseignements supplémentaires,"L'expérience permet d'accéder à des postes de gestion dans l'industrie minière, pétrolière ou dans d'autres industries."
21109,Additional information,Mobility between specializations in this group may be possible with experience.,Renseignements supplémentaires,L'expérience permet parfois la mobilité entre les spécialisations de ce groupe de base.
21109,Additional information,"Mobility is possible with experience, to other fields of physical science or to management or regulatory program management.",Renseignements supplémentaires,L'expérience permet d'accéder à d'autres domaines des sciences physiques ou à des postes de gestion ou de gestion des programmes de réglementation.
21111,Additional information,Supervisory and senior occupations in this unit group require additional experience.,Renseignements supplémentaires,L'expérience permet d'accéder à des postes de gestion au gouvernement et dans l'industrie.
21111,Additional information,"With experience, mobility is possible to management positions in government and industry.",Renseignements supplémentaires,L'expérience permet d'accéder à des postes supérieurs et de supervision dans ce groupe de base.
21112,Additional information,Progression to management positions is possible with experience.,Renseignements supplémentaires,L'expérience permet d'accéder à des postes de direction.
21200,Additional information,"Progression to senior positions, such as chief architect, is possible with experience.",Renseignements supplémentaires,"L'expérience permet d'accéder à des postes supérieurs, tels qu'architecte en chef."
21202,Additional information,Progression to management positions in planning is possible with experience.,Renseignements supplémentaires,L'expérience permet d'accéder à des postes de gestion en planification.
21203,Additional information,"Federal statutes require a separate licence from the Association of Canada Land Surveyors to survey areas such as national parks, Aboriginal lands, offshore areas and northern territories.",Renseignements supplémentaires,"Selon la loi fédérale, les arpenteurs-géomètres doivent obtenir un permis distinct de l'Association des arpenteurs des terres du Canada pour pouvoir arpenter des endroits tels que les parcs nationaux, les terres autochtones, les zones extracôtières et les territoires du Nord."
21210,Additional information,"With experience, actuaries may progress to managerial positions in consulting, insurance and finance. They may also be self-employed.",Renseignements supplémentaires,"L'expérience permet aux actuaires d'accéder à des postes de gestion en finance, en assurance et en services-conseils. Ils peuvent aussi être des travailleurs autonomes."
21230,Additional information,Progression to information systems analyst is possible with experience.,Renseignements supplémentaires,L'expérience permet d'accéder à des postes d'analystes en informatique.
21232,Additional information,Progression to software engineer is possible with experience.,Renseignements supplémentaires,"L'expérience permet d'accéder à des postes, d'ingénieurs en logiciel."
21300,Additional information,There is considerable mobility between civil engineering specializations at the less senior levels.,Renseignements supplémentaires,Il y a une très grande mobilité entre les spécialisations de génie civil dans les postes de niveau inférieur.
21300,Additional information,Supervisory and senior positions in this unit group require experience.,Renseignements supplémentaires,L'expérience est exigée afin d'accéder à des postes supérieurs ou de supervision dans ce groupe de base.
21300,Additional information,"Engineers often work in a multidisciplinary environment and acquire knowledge and skills through work experience that may allow them to practise in associated areas of science, engineering, sales, marketing or management.",Renseignements supplémentaires,"Les ingénieurs travaillent souvent dans un environnement multidisciplinaire et acquièrent des connaissances et des compétences qui leur permettent d'exercer leur profession dans les domaines connexes des sciences, du génie, des ventes, de la commercialisation ou de la gestion."
21301,Additional information,There is considerable mobility between mechanical engineering specializations at the less senior levels.,Renseignements supplémentaires,Il y a une très grande mobilité entre les spécialisations de génie mécanique dans les postes de niveaux inférieurs.
21301,Additional information,Supervisory and senior positions in this unit group require experience.,Renseignements supplémentaires,L'expérience est exigée afin d'accéder à des postes supérieurs ou de supervision dans ce groupe de base.
21301,Additional information,"Mechanical engineers work closely with civil, electrical, aerospace, chemical, industrial and other engineers, and mobility is possible between some fields of specialization in these disciplines.",Renseignements supplémentaires,"Les ingénieurs mécaniciens travaillent en étroite collaboration avec les ingénieurs civils, électriciens, chimistes, industriels, les ingénieurs de l'aérospatiale et autres ingénieurs. La mobilité est possible entre certains champs de spécialisation de ces disciplines."
21301,Additional information,"Engineers often work in a multidisciplinary environment and acquire knowledge and skills through work experience that may allow them to practise in associated areas of science, engineering, sales, marketing or management.",Renseignements supplémentaires,"Les ingénieurs travaillent souvent dans un environnement multidisciplinaire et acquièrent des connaissances et des compétences qui leur permettent d'exercer leur profession dans les domaines connexes des sciences, du génie, des ventes, de la commercialisation ou de la gestion."
21310,Additional information,Supervisory and senior positions in this unit group require experience.,Renseignements supplémentaires,L'expérience est exigée afin d'accéder à des postes supérieurs ou de supervision dans ce groupe de base.
21310,Additional information,"Engineers often work in a multidisciplinary environment and acquire knowledge and skills through work experience that may allow them to practise in associated areas of science, engineering, sales, marketing or management.",Renseignements supplémentaires,"Les ingénieurs travaillent souvent dans un environnement multidisciplinaire et acquièrent des connaissances et des compétences qui leur permettent d'exercer leur profession dans les domaines connexes des sciences, du génie, des ventes, de la commercialisation ou de la gestion."
21311,Additional information,Supervisory and senior positions in this unit group require experience.,Renseignements supplémentaires,L'expérience est exigée afin d'accéder à des postes supérieurs ou de supervision dans ce groupe de base.
21311,Additional information,"Engineers often work in a multidisciplinary environment and acquire knowledge and skills through work experience that may allow them to practise in associated areas of science, engineering, sales, marketing or management.",Renseignements supplémentaires,"Les ingénieurs travaillent souvent dans un environnement multidisciplinaire et acquièrent des connaissances et des compétences qui leur permettent d'exercer leur profession dans les domaines connexes des sciences, du génie, des ventes, de la commercialisation ou de la gestion."
21320,Additional information,There is considerable mobility between chemical engineering specializations at the less senior levels.,Renseignements supplémentaires,Il y a une très grande mobilité entre les spécialisations de génie chimique dans les postes aux niveaux inférieurs.
21320,Additional information,Supervisory and senior positions in this unit group require experience.,Renseignements supplémentaires,L'expérience est exigée afin d'accéder à des postes supérieurs ou de supervision dans ce groupe de base.
21320,Additional information,"Engineers often work in a multidisciplinary environment and acquire knowledge and skills through work experience that may allow them to practise in associated areas of science, engineering, sales, marketing or management.",Renseignements supplémentaires,"Les ingénieurs travaillent souvent dans un environnement multidisciplinaire et acquièrent des connaissances et des compétences qui leur permettent d'exercer leur profession dans les domaines connexes des sciences, du génie, des ventes, de la commercialisation ou de la gestion."
21320,Additional information,Chemical engineers work closely with chemists and other scientists and engineers and mobility is possible between some fields of specialization.,Renseignements supplémentaires,Les ingénieurs chimistes travaillent en étroite collaboration avec les chimistes et d'autres scientifiques et ingénieurs. La mobilité est possible entre certains champs de spécialisation de ces disciplines.
21321,Additional information,"Industrial engineers develop and implement organizational and management systems, and manufacturing engineers design production processes.",Renseignements supplémentaires,"Les ingénieurs d'industrie élaborent et mettent en oeuvre des systèmes organisationnels et de gestion, et les ingénieurs de fabrication conçoivent des procédés de production."
21321,Additional information,There is considerable mobility between industrial engineering specializations at the less senior levels.,Renseignements supplémentaires,Il y a une très grande mobilité entre les spécialisations de génie industriel dans les postes aux niveaux inférieurs.
21321,Additional information,Supervisory and senior positions in this unit group require experience.,Renseignements supplémentaires,L'expérience est exigée afin d'accéder à des postes supérieurs ou de supervision dans ce groupe de base.
21321,Additional information,"Engineers often work in a multidisciplinary environment and acquire knowledge and skills through work experience that may allow them to practise in associated areas of science, engineering, sales, marketing or management.",Renseignements supplémentaires,"Les ingénieurs travaillent souvent dans un environnement multidisciplinaire et acquièrent des connaissances et des compétences qui leur permettent d'exercer leur profession dans les domaines connexes des sciences, du génie, des ventes, de la commercialisation ou de la gestion."
21322,Additional information,Metallurgical engineers research and develop new alloys and systems for extracting metal from ores; materials engineers research and develop new non-metallic materials with physical characteristics to meet specific requirements.,Renseignements supplémentaires,"Les ingénieurs métallurgistes effectuent des recherches et mettent au point des alliages et des systèmes nouveaux permettant d'extraire les métaux des minerais, tandis que les ingénieurs des matériaux effectuent des recherches et mettent au point des matières non métalliques nouvelles possédant des caractéristiques physiques conformes à des exigences précises."
21322,Additional information,There is considerable mobility between engineering specializations at the less senior levels.,Renseignements supplémentaires,Il y a une très grande mobilité entre les spécialisations de génie métallurgique et des matériaux dans les postes aux niveaux inférieurs.
21322,Additional information,Supervisory and senior positions in this unit group require experience.,Renseignements supplémentaires,L'expérience est exigée afin d'accéder à des postes supérieurs ou de supervision dans ce groupe de base.
21322,Additional information,Metallurgical and materials engineers work closely with other engineers and scientists and mobility is possible between some fields of specialization.,Renseignements supplémentaires,Les ingénieurs métallurgiques et des matériaux travaillent en étroite collaboration avec les autres ingénieurs et scientifiques. La mobilité est possible entre certains champs de spécialisation de ces disciplines.
21322,Additional information,"Engineers often work in a multidisciplinary environment and acquire knowledge and skills through work experience that may allow them to practise in associated areas of science, engineering, sales, marketing or management.",Renseignements supplémentaires,"Les ingénieurs travaillent souvent dans un environnement multidisciplinaire et acquièrent des connaissances et des compétences qui leur permettent d'exercer leur profession dans les domaines connexes des sciences, du génie, des ventes, de la commercialisation ou de la gestion."
21330,Additional information,Supervisory and senior positions in this unit group require experience.,Renseignements supplémentaires,L'expérience est exigée afin d'accéder à des postes supérieurs ou de supervision dans ce groupe de base.
21330,Additional information,"Mining engineers work closely with geologists, geological engineers, metallurgical engineers, and other engineers and scientists, and mobility is possible between some fields of specialization.",Renseignements supplémentaires,"Les ingénieurs miniers travaillent en étroite collaboration avec les géologues, les ingénieurs géologues, les ingénieurs métallurgistes et autres ingénieurs et scientifiques. La mobilité est possible entre certains champs de spécialisation de ces disciplines."
21330,Additional information,"Engineers often work in a multidisciplinary environment and acquire knowledge and skills through work experience that may allow them to practise in associated areas of science, engineering, sales, marketing or management.",Renseignements supplémentaires,"Les ingénieurs travaillent souvent dans un environnement multidisciplinaire et acquièrent des connaissances et des compétences qui leur permettent d'exercer leur profession dans les domaines connexes des sciences, du génie, des ventes, de la commercialisation ou de la gestion."
21331,Additional information,There is considerable mobility between engineering specializations at the less senior levels.,Renseignements supplémentaires,Il y a une très grande mobilité entre les spécialisations de génie dans les postes de niveau inférieur.
21331,Additional information,Supervisory and senior positions in this unit group require experience.,Renseignements supplémentaires,L'expérience est exigée afin d'accéder à des postes supérieurs ou de supervision dans ce groupe de base.
21331,Additional information,"Geological engineers work closely with geologists and other scientists and engineers, and mobility is possible between some fields of specialization.",Renseignements supplémentaires,Les ingénieurs géologues travaillent en étroite collaboration avec les géologues et autres scientifiques et ingénieurs. La mobilité est possible entre certains champs de spécialisation de ces disciplines.
21331,Additional information,"Engineers often work in a multidisciplinary environment and acquire knowledge and skills through work experience that may allow them to practise in associated areas of science, engineering, sales, marketing or management.",Renseignements supplémentaires,"Les ingénieurs travaillent souvent dans un environnement multidisciplinaire et acquièrent des connaissances et des compétences qui leur permettent d'exercer leur profession dans les domaines connexes des sciences, du génie, des ventes, de la commercialisation ou de la gestion."
21332,Additional information,There is mobility between petroleum engineering specializations at the less senior levels.,Renseignements supplémentaires,Il existe une mobilité entre les spécialisations de génie de l'extraction et du raffinage du pétrole dans les postes aux niveaux inférieurs.
21332,Additional information,Supervisory and senior positions in this unit group require experience.,Renseignements supplémentaires,L'expérience est exigée afin d'accéder à des postes supérieurs ou de supervision dans ce groupe de base.
21332,Additional information,"Engineers often work in a multidisciplinary environment and acquire knowledge and skills through work experience that may allow them to practise in associated areas of science, engineering, sales, marketing or management.",Renseignements supplémentaires,"Les ingénieurs travaillent souvent dans un environnement multidisciplinaire et acquièrent des connaissances et des compétences qui leur permettent d'exercer leur profession dans les domaines connexes des sciences, du génie, des ventes, de la commercialisation ou de la gestion."
21390,Additional information,There is considerable mobility between aerospace engineering specializations at the less senior levels.,Renseignements supplémentaires,Il existe une très grande mobilité entre les spécialisations de génie en aérospatiale dans les postes de niveau inférieur.
21390,Additional information,Supervisory and senior positions in this unit group require experience.,Renseignements supplémentaires,L'expérience est exigée afin d'accéder à des postes supérieurs ou de supervision dans ce groupe de base.
21390,Additional information,Aerospace engineers work closely with other scientists and engineers and mobility is possible between some fields of specialization.,Renseignements supplémentaires,Les ingénieurs en aérospatiale travaillent en étroite collaboration avec d'autres scientifiques et ingénieurs. La mobilité est possible entre certains champs de spécialisation de ces disciplines.
21390,Additional information,"Engineers often work in a multidisciplinary environment and acquire knowledge and skills through work experience that may allow them to practise in associated areas of science, engineering, sales, marketing or management.",Renseignements supplémentaires,"Les ingénieurs travaillent souvent dans un environnement multidisciplinaire et acquièrent des connaissances et des compétences qui leur permettent d'exercer leur profession dans les domaines connexes des sciences, du génie, des ventes, de la commercialisation ou de la gestion."
21399,Additional information,There is limited mobility between the engineering specializations included in this unit group.,Renseignements supplémentaires,La mobilité entre les spécialisations en génie est limitée dans ce groupe de base.
21399,Additional information,Supervisory and senior positions in this unit group require experience.,Renseignements supplémentaires,L'expérience est exigée afin d'accéder à des postes supérieurs ou de supervision dans ce groupe de base.
21399,Additional information,"Engineers often work in a multidisciplinary environment and acquire knowledge and skills through work experience that may allow them to practise in associated areas of science, engineering, sales, marketing or management.",Renseignements supplémentaires,"Les ingénieurs travaillent souvent dans un environnement multidisciplinaire et acquièrent des connaissances et des compétences qui leur permettent d'exercer leur profession dans les domaines connexes des sciences, du génie, des ventes, de la commercialisation ou de la gestion."
22100,Additional information,Considerable mobility is possible among jobs within this occupational group.,Renseignements supplémentaires,Une grande mobilité existe entre les postes de ce groupe de base.
22100,Additional information,Progression to managerial positions is possible with experience.,Renseignements supplémentaires,L'expérience permet d'accéder à des postes de gestion.
22100,Additional information,Some chemical technologists and technicians working in support of fundamental research in chemistry or biochemistry are university graduates.,Renseignements supplémentaires,Certains technologues et techniciens en chimie qui travaillent en recherche fondamentale en chimie ou en biochimie possèdent un diplôme universitaire.
22101,Additional information,There is limited mobility among occupations in this group.,Renseignements supplémentaires,La mobilité parmi les professions de ce groupe de base est limitée.
22101,Additional information,Mobility may be possible between geophysical technology and electronic technology.,Renseignements supplémentaires,La mobilité peut être possible entre les professions en technologie géophysique et les professions en électronique.
22101,Additional information,Mobility may be possible between some occupations in this group and related fields of civil engineering technology.,Renseignements supplémentaires,La mobilité peut être possible entre les professions comprises dans ce groupe et celles des domaines connexes en génie civil.
22110,Additional information,There is limited mobility among occupations in this group.,Renseignements supplémentaires,La mobilité parmi les professions de ce groupe de base est limitée.
