noc_code,type_english,name_english,type_french,name_french
00010,All examples,opposition leader,Tous les exemples,leader de l'opposition
00010,All examples,orator - government,Tous les exemples,chef du gouvernement - Premières nations
00010,All examples,premier,Tous les exemples,préfet/préfète
00010,All examples,prime minister,Tous les exemples,membre du Parlement (MP)
00010,All examples,reeve,,
00010,All examples,regional municipality chair,Tous les exemples,premier ministre provincial/première ministre provinciale
00010,All examples,school board trustee,Tous les exemples,commissaire de conseil scolaire
00010,All examples,senator,Tous les exemples,président/présidente d'un corps législatif
00010,All examples,solicitor general,Tous les exemples,procureur général/procureure générale
00010,All examples,Treasury Board president,Tous les exemples,président/présidente du Conseil du Trésor
00011,All examples,ambassador,Tous les exemples,ambassadeur/ambassadrice
00011,All examples,assistant chief statistician - government services,Tous les exemples,sous-ministre adjoint/sous-ministre adjointe - services gouvernementaux
00011,All examples,assistant comptroller general - government services,Tous les exemples,contrôleur général adjoint/contrôleuse générale adjointe - services gouvernementaux
00011,All examples,assistant deputy minister,Tous les exemples,sous-ministre adjoint/sous-ministre adjointe
00011,All examples,assistant deputy minister - government services,Tous les exemples,directeur général adjoint/directrice générale adjointe - services gouvernementaux
00011,All examples,assistant executive director - government services,Tous les exemples,administrateur/administratrice de haute direction - fonction publique
00011,All examples,assistant general director - government services,Tous les exemples,secrétaire général/secrétaire générale - services gouvernementaux
00011,All examples,assistant undersecretary of state,Tous les exemples,secrétaire municipal adjoint/secrétaire municipale adjointe
00011,All examples,band manager - First Nations,Tous les exemples,administrateur/administratrice de bande - Premières nations
00011,All examples,chairman/woman - government services,Tous les exemples,statisticien en chef/statisticienne en chef - services gouvernementaux
00011,All examples,chairperson - government services,Tous les exemples,protecteur/protectrice du citoyen - services gouvernementaux
00011,All examples,chief - disaster management,Tous les exemples,directeur général/directrice générale - gestion en cas de catastrophes
00011,All examples,chief administrative officer - government services,Tous les exemples,sous-ministre - services gouvernementaux
00011,All examples,chief administrative officer - regional municipality,Tous les exemples,directeur général/directrice générale de municipalité régionale
00011,All examples,chief coroner,Tous les exemples,coroner en chef
00011,All examples,chief electoral officer,Tous les exemples,directeur général/directrice générale des élections
00011,All examples,chief medical examiner,Tous les exemples,médecin légiste en chef
00011,All examples,chief privacy officer - government services,Tous les exemples,chef de la protection des renseignements personnels - services gouvernementaux
00011,All examples,chief statistician - government services,Tous les exemples,statisticien adjoint en chef/statisticienne adjointe en chef - services gouvernementaux
00011,All examples,city administrator,,
00011,All examples,city hall clerk,Tous les exemples,greffier municipal/greffière municipale
00011,All examples,city manager,Tous les exemples,directeur municipal/directrice municipale
00011,All examples,city superintendent,Tous les exemples,surintendant/surintendante des institutions financières
00011,All examples,clerk of the House of Commons,Tous les exemples,greffier/greffière de la Chambre des communes
00011,All examples,Clerk of the Privy Council,Tous les exemples,greffier/greffière du Conseil privé
00011,All examples,commissioner - government services,Tous les exemples,commissaire - services gouvernementaux
00011,All examples,commissioner of inquiries,Tous les exemples,commissaire à la société des alcools
00011,All examples,commissioner of inquiries - government services,Tous les exemples,commissaire aux enquêtes - services gouvernementaux
00011,All examples,comptroller general - government services,Tous les exemples,contrôleur général/contrôleuse générale - services gouvernementaux
00011,All examples,comptroller general of Canada,Tous les exemples,contrôleur général/contrôleuse générale du Canada
00011,All examples,consul,Tous les exemples,consul/consule
00011,All examples,council secretary - government services,Tous les exemples,sergent/sergente d'armes de la Chambre des communes
00011,All examples,county clerk,Tous les exemples,secrétaire de comté
00011,All examples,deputy commissioner - government services,Tous les exemples,sous-commissaire - services gouvernementaux
00011,All examples,deputy minister,Tous les exemples,sous-ministre
00011,All examples,deputy minister - government services,Tous les exemples,directeur administratif adjoint/directrice administrative adjointe - services gouvernementaux
00011,All examples,deputy municipal clerk,Tous les exemples,responsable municipal/responsable municipale
00011,All examples,deputy provincial secretary - government services,Tous les exemples,secrétaire provincial adjoint/secrétaire provinciale adjointe - services gouvernementaux
00011,All examples,director general - government services,Tous les exemples,directeur administratif/directrice administrative - services gouvernementaux
00011,All examples,employment insurance appeals board chairperson,Tous les exemples,président/présidente de comité d'appel de l'assurance-emploi
00011,All examples,employment insurance commissioner,Tous les exemples,commissaire à l'assurance-emploi
00011,All examples,executive administrator - government agency,Tous les exemples,administrateur principal/administratrice principale d'organisme gouvernemental
00011,All examples,executive administrator - government department,Tous les exemples,vice-président/vice-présidente - services gouvernementaux
00011,All examples,executive director - emergency preparedness,Tous les exemples,directeur administratif/directrice administratrice - préparatifs d'urgence
00011,All examples,executive director - government services,Tous les exemples,administrateur/administratrice de haute direction - agence gouvernementale
00011,All examples,fire marshal,Tous les exemples,commissaire aux incendies
00011,All examples,First Nations band manager,,
00011,All examples,general manager - government services,Tous les exemples,sous-secrétaire provincial/sous-secrétaire provinciale - services gouvernementaux
00011,All examples,general secretary - government services,Tous les exemples,sous-secrétaire d'État
00011,All examples,government agency commissioner,Tous les exemples,commissionnaire d'organisme gouvernemental
00011,All examples,government agency president,Tous les exemples,président/présidente d'organisme gouvernemental
00011,All examples,government agency senior administrator,,
00011,All examples,grain commissioner,Tous les exemples,commissaire aux enquêtes
00011,All examples,health commissioner,Tous les exemples,commissaire à la régie des alcools
00011,All examples,high commissioner,Tous les exemples,commissaire à la santé
00011,All examples,highway commissioner,Tous les exemples,commissaire aux autoroutes
00011,All examples,Human Rights Commission chairperson,Tous les exemples,haut-commissaire/haute-commissaire
00011,All examples,inspector general of financial institutions,Tous les exemples,inspecteur général/inspectrice générale des institutions financières
00011,All examples,liquor commissioner,Tous les exemples,délégué commercial/déléguée commerciale
00011,All examples,local government manager,Tous les exemples,gestionnaire d'administration locale
00011,All examples,manager - First Nations,,
00011,All examples,municipal administrator,Tous les exemples,administrateur municipal/administratrice municipale
00011,All examples,ombudsperson - government services,Tous les exemples,ombudsman - services gouvernementaux
00011,All examples,parole board chairman/woman,Tous les exemples,président/présidente de commission des libérations conditionnelles
00011,All examples,president - government services,Tous les exemples,directeur général/directrice générale - services gouvernementaux
00011,All examples,railroad commissioner,Tous les exemples,commissaire au transport ferroviaire
00011,All examples,receiver general for Canada,Tous les exemples,receveur général/receveuse générale du Canada
00011,All examples,regional municipality general director,Tous les exemples,directeur général/directrice générale - municipalité régionale
00011,All examples,secretary to the council - government services,Tous les exemples,secrétaire de conseil - services gouvernementaux
00011,All examples,sergeant-at-arms of the House of Commons,Tous les exemples,président/présidente de commission des droits de la personne
00011,All examples,superintendent of financial institutions,Tous les exemples,sous-secrétaire d'État adjoint/sous-secrétaire d'État adjointe
00011,All examples,territorial commissioner,Tous les exemples,commissaire territorial/commissaire territoriale
00011,All examples,town clerk,Tous les exemples,secrétaire de mairie
00011,All examples,township clerk,,
00011,All examples,trade commissioner,Tous les exemples,commissaire aux grains
00011,All examples,undersecretary of state,Tous les exemples,secrétaire de canton
00011,All examples,vice-consul,Tous les exemples,vice-consul/vice-consule
00011,All examples,vice-president - government services,Tous les exemples,président/présidente - services gouvernementaux
00012,All examples,advertising agency president,Tous les exemples,président/présidente d'agence de publicité
00012,All examples,"assistant executive director - financial, communications and other business services",Tous les exemples,"directeur administratif/directrice administrative - services financiers, communications et autres services aux entreprises"
00012,All examples,bank credit vice-president,Tous les exemples,vice-président/vice-présidente au crédit bancaire
00012,All examples,bank president,Tous les exemples,président/présidente de banque
00012,All examples,"chairman/woman - financial, communications and other business services",Tous les exemples,"vice-président/vice-présidente du marketing - services financiers, communications et autres services aux entreprises"
00012,All examples,"chairperson - financial, communications and other business services",Tous les exemples,"vice-président/vice-présidente de la rémunération - services financiers, communications et autres services aux entreprises"
00012,All examples,"chief diversity officer - financial, communications and other business services",Tous les exemples,"chef de la diversité - services financiers, communications et autres services aux entreprises"
00012,All examples,"chief executive officer (CEO) - financial, communications and other business services",Tous les exemples,"chef de direction - services financiers, communications et autres services aux entreprises"
00012,All examples,chief executive officer (CEO) - telephone company,Tous les exemples,chef de direction - compagnie téléphonique
00012,All examples,chief financial officer (CFO) - advertising agency,Tous les exemples,chef des services financiers - agence de publicité
00012,All examples,"chief financial officer (CFO) - financial, communications and other business services",Tous les exemples,"chef des services financiers - services financiers, communications et autres services aux entreprises"
00012,All examples,"chief learning officer - financial, communications and other business services",Tous les exemples,"chef de l'apprentissage - services financiers, communications et autres services aux entreprises"
00012,All examples,chief operating officer - engineering firm,Tous les exemples,chef de l'exploitation - société d'ingénierie
00012,All examples,"chief operating officer - financial, communications and other business services",Tous les exemples,"chef de l'exploitation - services financiers, communications et autres services aux entreprises"
00012,All examples,"chief privacy officer - financial, communications and other business services",Tous les exemples,"chef de la protection des renseignements personnels - services financiers, communications et autres services aux entreprises"
00012,All examples,"chief sustainability officer - financial, communications and other business services",Tous les exemples,"chef du développement durable - services financiers, communications et autres services aux entreprises"
00012,All examples,"compensation vice-president - financial, communications and other business services",Tous les exemples,"vice-président/vice-présidente des opérations - services financiers, communications et autres services aux entreprises"
00012,All examples,computing services company president,Tous les exemples,président/présidente de compagnie de services informatiques
00012,All examples,"controller - financial, communications and other business services",Tous les exemples,"contrôleur général/contrôleuse générale - services financiers, communications et autres services aux entreprises"
00012,All examples,corporate banking vice-president,Tous les exemples,vice-président/vice-présidente des services bancaires aux entreprises
00012,All examples,"corporate controller - financial, communications and other business services",Tous les exemples,"contrôleur/contrôleuse - services financiers, communications et autres services aux entreprises"
00012,All examples,corporate controller - mortgage brokerage firm,Tous les exemples,contrôleur général/contrôleuse générale d'entreprise de courtage hypothécaire
00012,All examples,"corporate social responsibility vice-president - financial, communications and other business services",Tous les exemples,"vice-président/vice-présidente de la responsabilité sociétale de l'entreprise - services financiers, communications et autres services aux entreprises"
00012,All examples,credit union executive director,Tous les exemples,directeur administratif/directrice administrative de coopérative de crédit
00012,All examples,credit union general manager,Tous les exemples,directeur général/directrice générale des télécommunications
00012,All examples,"deputy chief executive officer - financial, communications and other business services",Tous les exemples,"président/présidente et chef de la direction - services financiers, communications et autres services aux entreprises"
00012,All examples,deputy chief executive officer - life insurance company,Tous les exemples,adjoint/adjointe au chef de direction d'une compagnie d'assurance-vie
00012,All examples,domestic banking operations vice-president,Tous les exemples,vice-président/vice-présidente des opérations bancaires internationales
00012,All examples,employment agency general manager,Tous les exemples,directeur général/directrice générale d'agence de placement
00012,All examples,engineering firm president,Tous les exemples,président/présidente de société d'ingénierie
00012,All examples,engineering research general manager,Tous les exemples,directeur général/directrice générale de la recherche en génie
00012,All examples,"engineering vice-president - financial, communications and other business services",Tous les exemples,"vice-président/vice-présidente de l'exploitation - services financiers, communications et autres services aux entreprises"
00012,All examples,"executive director - financial, communications and other business services",Tous les exemples,"directeur administratif adjoint/directrice administrative adjointe - services financiers, communications et autres services aux entreprises"
00012,All examples,"executive vice-president - financial, communications and other business services",Tous les exemples,"président-directeur général/présidente-directrice générale (P.-D. G.) - services financiers, communications et autres services aux entreprises"
00012,All examples,executive vice-president - real estate agency,Tous les exemples,directeur général/directrice générale de compagnie de gestion immobilière
00012,All examples,"finance and administration vice-president - financial, communications and other business services",Tous les exemples,"vice-président/vice-présidente aux finances et à l'administration - services financiers, communications et autres services aux entreprises"
00012,All examples,"finance vice-president - financial, communications and other business services",Tous les exemples,"vice-président/vice-présidente - services financiers, communications et autres services aux entreprises"
00012,All examples,finance vice-president - holding company,Tous les exemples,vice-président régional/vice-présidente régionale de société de fiducie
00012,All examples,"general manager - financial, communications and other business services",Tous les exemples,"vice-président/vice-présidente des ressources humaines - services financiers, communications et autres services aux entreprises"
00012,All examples,general manager - real estate management company,Tous les exemples,directeur général/directrice générale de compagnie d'assurance
00012,All examples,"human resources and organizational development vice-president - financial, communications and other business services",Tous les exemples,"vice-président/vice-présidente des ressources humaines et du développement organisationnel - services financiers, communications et autres services aux entreprises"
00012,All examples,human resources vice-president - bank,Tous les exemples,vice-président/vice-présidente des ressources humaines de banque
00012,All examples,"human resources vice-president - financial, communications and other business services",Tous les exemples,vice-président/vice-présidente du marketing - services de personnel de bureau
00012,All examples,"information systems vice-president - financial, communications and other business services",Tous les exemples,"vice-président/vice-présidente des systèmes d'information - services financiers, communications et autres services aux entreprises"
00012,All examples,insurance company general manager,Tous les exemples,directeur général/directrice générale de caisse populaire
00012,All examples,international banking operations vice-president,Tous les exemples,vice-président/vice-présidente de l'exploitation - services de communication par satellite
00012,All examples,marketing vice-president - clerical staff services,Tous les exemples,vice-président administratif/vice-présidente administrative d'agence immobilière
00012,All examples,"marketing vice-president - financial, communications and other business services",Tous les exemples,"vice-président administratif/vice-présidente administrative - services financiers, communications et autres services aux entreprises"
00012,All examples,"operations vice-president - financial, communications and other business services",Tous les exemples,"vice-président/vice-présidente de la planification - services financiers, communications et autres services aux entreprises"
00012,All examples,operations vice-president - satellite communication services,Tous les exemples,directeur administratif/directrice administrative de services de protection
00012,All examples,personal banking vice-president,Tous les exemples,vice-président/vice-présidente des opérations bancaires domestiques
00012,All examples,personnel vice-president - bank,Tous les exemples,vice-président/vice-présidente des services bancaires personnels
00012,All examples,"personnel vice-president - financial, communications and other business services",Tous les exemples,"vice-président/vice-présidente aux finances - services financiers, communications et autres services aux entreprises"
00012,All examples,"planning vice-president - financial, communications and other business services",Tous les exemples,"vice-président/vice-présidente à l'ingénierie - services financiers, communications et autres services aux entreprises"
00012,All examples,"president - financial, communications and other business services",Tous les exemples,"directeur général/directrice générale - services financiers, communications et autres services aux entreprises"
00012,All examples,president and chief executive officer,Tous les exemples,président-directeur général/présidente-directrice générale (P.-D.G.)
00012,All examples,"president and chief executive officer - financial, communications and other business services",Tous les exemples,"adjoint/adjointe au chef de direction - services financiers, communications et autres services aux entreprises"
00012,All examples,protective services executive director,Tous les exemples,"vice-président/vice-présidente du personnel - services financiers, communications et autres services aux entreprises"
00012,All examples,real estate management company executive director,Tous les exemples,directeur administratif/directrice administrative de compagnie de gestion immobilière
00012,All examples,"regional vice-president - financial, communications and other business services",Tous les exemples,"vice-président régional/vice-présidente régionale - services financiers, communications et autres services aux entreprises"
00012,All examples,senior vice-president and chief economist,Tous les exemples,vice-président principal/vice-présidente principale et économiste en chef
00012,All examples,"support services vice-president - financial, communications and other business services",Tous les exemples,"vice-président/vice-présidente des services de soutien - services financiers, communications et autres services aux entreprises"
00012,All examples,"sustainability vice-president - financial, communications and other business services",Tous les exemples,"vice-président/vice-présidente de la durabilité - services financiers, communications et autres services aux entreprises"
00012,All examples,telecommunications general manager,Tous les exemples,directeur général/directrice générale de société de fiducie
00012,All examples,treasury vice-president - banking institution,Tous les exemples,vice-président trésorier/vice-présidente trésorière d'établissement bancaire
00012,All examples,trust company general manager,Tous les exemples,vice-président/vice-présidente du personnel bancaire
00012,All examples,trust company regional vice-president,Tous les exemples,vice-président/vice-présidente aux finances - société de portefeuille
00012,All examples,"vice-president - financial, communications and other business services",Tous les exemples,"président/présidente - services financiers, communications et autres services aux entreprises"
00013,All examples,academic affairs vice-president - post-secondary education,Tous les exemples,président/présidente de syndicat
00013,All examples,academic association president,Tous les exemples,président/présidente d'association ethnique
00013,All examples,academic business vice-president,Tous les exemples,président/présidente de guilde de musiciens
00013,All examples,alumni association executive director,Tous les exemples,directeur administratif/directrice administrative d'association de loisirs
00013,All examples,arts and culture association chairperson,Tous les exemples,président/présidente d'association vouée aux arts et à la culture
00013,All examples,arts association executive director,Tous les exemples,directeur administratif/directrice administrative d'association d'automobilistes
00013,All examples,"assistant executive director - health, education, social and community services and membership organizations",Tous les exemples,"adjoint/adjointe au chef de direction - santé, enseignement, services communautaires et sociaux et associations mutuelles"
00013,All examples,association executive director,Tous les exemples,directeur administratif/directrice administrative d'association
00013,All examples,automobile association executive director,Tous les exemples,directeur administratif/directrice administrative d'une association d'anciens étudiants/anciennes étudiantes
00013,All examples,business association general manager,Tous les exemples,contrôleur général/contrôleuse générale d'établissement de services sociaux
00013,All examples,business association president,Tous les exemples,directeur général/directrice générale d'association de gens d'affaires
00013,All examples,business general manager,Tous les exemples,directeur général/directrice générale d'entreprise
00013,All examples,business school general manager,Tous les exemples,directeur général/directrice générale d'école de commerce
00013,All examples,"chairman/woman - health, education, social and community services and membership organizations",Tous les exemples,vice-président/vice-présidente des affaires académiques - enseignement postsecondaire
00013,All examples,"chairperson - health, education, social and community services and membership organizations",Tous les exemples,"chef de direction de groupe de pression - santé, enseignement, services communautaires et sociaux et associations mutuelles"
00013,All examples,chancellor - education,Tous les exemples,chancelier/chancelière - enseignement
00013,All examples,charitable organization director,Tous les exemples,directeur administratif/directrice administrative d'organisation bénévole
00013,All examples,charitable organization executive director,Tous les exemples,directeur administratif/directrice administrative d'organisme de bienfaisance
00013,All examples,"chief diversity officer - health, education, social and community services and membership organizations",Tous les exemples,"chef de la diversité - santé, enseignement, services sociaux et communautaires et associations mutuelles"
00013,All examples,"chief executive officer (CEO) - health, education, social and community services and membership organizations",Tous les exemples,"chef de direction - santé, enseignement, services communautaires et sociaux et associations mutuelles"
00013,All examples,"chief financial officer (CFO) - health, education, social and community services and membership organizations",Tous les exemples,"chef des services financiers - santé, enseignement, services communautaires et sociaux et associations mutuelles"
00013,All examples,"chief learning officer - health, education, social and community services and membership organizations",Tous les exemples,"chef de l'apprentissage - santé, enseignement, services sociaux et communautaires et associations mutuelles"
00013,All examples,"chief nursing officer - health, education, social and community services and membership organizations",Tous les exemples,"chef des soins infirmiers - santé, enseignement, services sociaux et communautaires et associations mutuelles"
00013,All examples,"chief operating officer - health, education, social and community services and membership organizations",Tous les exemples,"chef de l'exploitation - santé, enseignement, services communautaires et sociaux et associations mutuelles"
00013,All examples,"chief privacy officer - health, education, social and community services and membership organizations",Tous les exemples,"chef de la protection des renseignements personnels - santé, enseignement, services sociaux et communautaires et associations mutuelles"
00013,All examples,"chief sustainability officer - health, education, social and community services and membership organizations",Tous les exemples,"vice-président/vice-présidente de la durabilité - santé, enseignement, services sociaux et communautaires et associations mutuelles"
00013,All examples,college chancellor,Tous les exemples,chancelier/chancelière de collège
00013,All examples,college president,Tous les exemples,président/présidente de collège
00013,All examples,community college president,Tous les exemples,président/présidente d'association universitaire
00013,All examples,"compensation vice-president - health, education, social and community services and membership organizations",Tous les exemples,"vice-président/vice-présidente de l'exploitation - santé, enseignement, services communautaires et sociaux et associations mutuelles"
00013,All examples,"corporate controller - health, education, social and community services and membership organizations",Tous les exemples,"vice-président/vice-présidente des services de soutien - santé, enseignement, services communautaires et sociaux et associations mutuelles"
00013,All examples,"corporate social responsibility vice-president - health, education, social and community services and membership organizations",Tous les exemples,"vice-président/vice-présidente de la responsabilité sociale et du développement durable - santé, enseignement, services sociaux et communautaires et associations mutuelles"
00013,All examples,crafts guild executive director,Tous les exemples,directeur administratif/directrice administrative d'hôpital
00013,All examples,cultural association president,Tous les exemples,président/présidente d'association d'éducateurs
00013,All examples,"deputy chief executive officer - health, education, social and community services and membership organizations",Tous les exemples,"vice-président/vice-présidente du personnel - santé, enseignement, services communautaires et sociaux et associations mutuelles"
00013,All examples,"director general - health, education, social and community services and membership organizations",Tous les exemples,"contrôleur général/contrôleuse générale - santé, enseignement, services communautaires et sociaux et associations mutuelles"
00013,All examples,educational institution chief financial officer (CFO),Tous les exemples,chef du service des finances d'établissement d'enseignement
00013,All examples,educators association chairperson,Tous les exemples,directeur administratif/directrice administrative d'une association d'enseignants/enseignantes
00013,All examples,environmental group executive director,Tous les exemples,directeur administratif/directrice administrative de groupe environnementaliste
00013,All examples,ethnic association president,Tous les exemples,président/présidente d'association de gens d'affaires
00013,All examples,"executive director - health, education, social and community services and membership organizations",Tous les exemples,"directeur administratif adjoint/directrice administrative adjointe - santé, enseignement, services communautaires et sociaux et associations mutuelles"
00013,All examples,executive director - teacher's federation,Tous les exemples,directeur administratif/directrice administrative d'association professionnelle
00013,All examples,"executive general manager - health, education, social and community services and membership organizations",Tous les exemples,"directeur général administratif/directrice générale administrative - santé, enseignement, services communautaires et sociaux et associations mutuelles"
00013,All examples,"executive vice-president - health, education, social and community services and membership organizations",Tous les exemples,"directeur administratif/directrice administrative - santé, enseignement, services communautaires et sociaux et associations mutuelles"
00013,All examples,"finance and administration vice-president - health, education, social and community services and membership organizations",Tous les exemples,"vice-président administratif/vice-présidente administrative - santé, enseignement, services communautaires et sociaux et associations mutuelles"
00013,All examples,"finance vice-president - health, education, social and community services and membership organizations",Tous les exemples,vice-président/vice-présidente aux affaires universitaires
00013,All examples,"general manager - health, education, social and community services and membership organizations",Tous les exemples,"vice-président/vice-présidente du marketing - santé, enseignement, services communautaires et sociaux et associations mutuelles"
00013,All examples,health care association president,Tous les exemples,directeur général/directrice générale d'association de hockey
00013,All examples,health services institution executive director,Tous les exemples,directeur administratif/directrice administrative d'établissement de services de santé
00013,All examples,hockey association general manager,Tous les exemples,directeur général/directrice générale d'association mutuelle
00013,All examples,hospital administrator,Tous les exemples,administrateur/administratrice d'hôpital
00013,All examples,hospital executive director,Tous les exemples,directeur administratif/directrice administrative de YMCA
00013,All examples,"human resources and organizational development vice-president - health, education, social and community services and membership organizations",Tous les exemples,"vice-président/vice-présidente des ressources humaines et du développement organisationnel - santé, enseignement, services communautaires et sociaux et associations mutuelles"
00013,All examples,"human resources vice-president - health, education, social and community services and membership organizations",Tous les exemples,"vice-président/vice-présidente des ressources humaines - santé, enseignement, services communautaires et sociaux et associations mutuelles"
00013,All examples,"information systems vice-president - health, education, social and community services and membership organizations",Tous les exemples,"vice-président/vice-présidente des systèmes d'information - santé, enseignement, services communautaires et sociaux et associations mutuelles"
00013,All examples,labour organization president,Tous les exemples,président/présidente d'association sportive
00013,All examples,"lobby chief executive officer - health, education, social and community services and membership organizations",Tous les exemples,"directeur général/directrice générale - santé, enseignement, services communautaires et sociaux et associations mutuelles"
00013,All examples,"marketing vice-president - health, education, social and community services and membership organizations",Tous les exemples,"vice-président/vice-présidente de la planification - santé, enseignement, services communautaires et sociaux et associations mutuelles"
00013,All examples,medical vice-president - health services,Tous les exemples,président/présidente de parti politique
00013,All examples,membership organization general manager,Tous les exemples,président/présidente d'université
00013,All examples,music guild president,Tous les exemples,président/présidente de collège communautaire
00013,All examples,non-governmental organization (NGO) executive director,Tous les exemples,directeur administratif/directrice administrative d'ONG (organisation non gouvernementale)
00013,All examples,nurse's association executive director,Tous les exemples,directeur administratif/directrice administrative d'association vouée aux arts
00013,All examples,"nursing vice-president - health, education, social and community services and membership organizations",Tous les exemples,"vice-président/vice-présidente aux finances - santé, enseignement, services communautaires et sociaux et associations mutuelles"
00013,All examples,"operations vice-president - health, education, social and community services and membership organizations",Tous les exemples,"vice-président/vice-présidente de la rémunération - santé, enseignement, services sociaux et communautaires et associations mutuelles"
00013,All examples,"personnel vice-president - health, education, social and community services and membership organizations",Tous les exemples,"vice-président régional/vice-présidente régionale - santé, enseignement, services communautaires et sociaux et associations mutuelles"
00013,All examples,"planning vice-president - health, education, social and community services and membership organizations",Tous les exemples,"vice-président/vice-présidente aux finances et à l'administration - santé, enseignement, services communautaires et sociaux et associations mutuelles"
00013,All examples,political organization general manager,Tous les exemples,directeur général/directrice générale d'organisme politique
00013,All examples,political party president,Tous les exemples,président/présidente d'association syndicale
00013,All examples,"president - health, education, social and community services and membership organizations",Tous les exemples,"président/présidente - santé, enseignement, services communautaires et sociaux et associations mutuelles"
00013,All examples,"president and general manager - health, education, social and community services and membership organizations",Tous les exemples,"président/présidente et directeur général/directrice générale - santé, enseignement, services communautaires et sociaux et associations mutuelles"
00013,All examples,professional association executive director,Tous les exemples,directeur administratif/directrice administrative d'une association d'infirmiers/infirmières
00013,All examples,recreational association executive director,Tous les exemples,recteur/rectrice - enseignement
00013,All examples,rector - education,Tous les exemples,directeur administratif/directrice administrative de corporation de métiers
00013,All examples,"regional vice-president - health, education, social and community services and membership organizations",Tous les exemples,vice-président médical/vice-présidente médicale - services de santé
00013,All examples,scientific association chairperson,Tous les exemples,président/présidente d'association scientifique
00013,All examples,social services institution corporate controller,,
00013,All examples,sports association president,Tous les exemples,président/présidente d'association de soins de santé
00013,All examples,"support services vice-president - health, education, social and community services and membership organizations",Tous les exemples,"vice-président/vice-présidente des sciences infirmières - santé, enseignement, services communautaires et sociaux et associations mutuelles"
00013,All examples,"sustainability vice-president - health, education, social and community services and membership organizations",Tous les exemples,"chef du développement durable - santé, enseignement, services sociaux et communautaires et associations mutuelles"
00013,All examples,trade school general manager,Tous les exemples,directeur général/directrice générale d'école de métiers
00013,All examples,union association president,Tous les exemples,président/présidente d'association culturelle
00013,All examples,university president,Tous les exemples,directeur/directrice d'organisme de bienfaisance
00013,All examples,"vice-president - health, education, social and community services and membership organizations",Tous les exemples,"vice-président/vice-présidente - santé, enseignement, services communautaires et sociaux et associations mutuelles"
00013,All examples,voluntary organization executive director,Tous les exemples,directeur administratif/directrice administrative d'organisation non gouvernementale (ONG)
00013,All examples,young men's christian association (YMCA) executive director,,
00014,All examples,broadcasting corporation president,Tous les exemples,président/présidente de société de diffusion
00014,All examples,casino general manager,Tous les exemples,chef de direction d'agence de voyages
00014,All examples,"chairman/woman - trade, broadcasting and other services",Tous les exemples,"directeur général/directrice générale des ventes - commerce, diffusion et autres services"
00014,All examples,"chairperson - trade, broadcasting and other services",Tous les exemples,grossiste - services de diffusion
00014,All examples,"chief diversity officer - trade, broadcasting and other services",Tous les exemples,"chef de la diversité - commerce, diffusion et autres services"
00014,All examples,"chief executive officer (CEO) - trade, broadcasting and other services",Tous les exemples,"adjoint/adjointe au chef de direction - commerce, diffusion et autres services"
00014,All examples,"chief financial officer (CFO) - trade, broadcasting and other services",Tous les exemples,"chef des services financiers - commerce, diffusion et autres services"
00014,All examples,"chief learning officer - trade, broadcasting and other services",Tous les exemples,"chef de l'apprentissage - commerce, radiotélédiffusion et autres services"
00014,All examples,"chief operating officer - trade, broadcasting and other services",Tous les exemples,"chef de l'exploitation - commerce, diffusion et autres services"
